order_id,warehouse_id,order_date,order_priority,planned_ship_date,is_delayed,delay_days,actual_ship_date,shipping_cost
128976,5,2024-08-18,Medium,2024-08-21,0,0,2024-08-21,64.89
128977,10,2024-03-05,Medium,2024-03-06,0,0,2024-03-06,43.47
128978,6,2024-02-03,High,2024-02-05,0,0,2024-02-05,54.23
128979,6,2024-01-30,High,2024-02-02,0,0,2024-02-02,38.41
128980,4,2024-10-03,Low,2024-10-06,0,0,2024-10-06,16.0
128981,10,2024-07-21,Low,2024-07-23,0,0,2024-07-23,43.89
128982,11,2024-01-03,Low,2024-01-07,0,0,2024-01-07,5.57
128983,4,2024-08-19,Medium,2024-08-21,1,7,2024-08-28,86.07
128984,10,2024-08-22,Medium,2024-08-26,0,0,2024-08-26,68.48
128985,1,2024-02-01,Low,2024-02-04,1,7,2024-02-11,34.27
128986,6,2024-09-12,Low,2024-09-16,0,0,2024-09-16,63.29
128987,4,2024-07-03,Critical,2024-07-04,0,0,2024-07-04,11.55
128988,6,2024-07-14,Medium,2024-07-17,0,0,2024-07-17,54.42
128989,8,2024-11-08,Low,2024-11-10,0,0,2024-11-10,16.89
128990,9,2024-02-19,Medium,2024-02-20,0,0,2024-02-20,19.26
128991,9,2024-05-22,Low,2024-05-23,1,4,2024-05-27,36.39
128992,1,2024-11-14,High,2024-11-17,0,0,2024-11-17,65.69
128993,5,2024-10-02,High,2024-10-05,0,0,2024-10-05,30.64
128994,12,2024-12-26,Low,2024-12-29,0,0,2024-12-29,76.17
128995,7,2024-06-17,High,2024-06-18,0,0,2024-06-18,47.46
128996,1,2024-02-16,Low,2024-02-20,0,0,2024-02-20,23.93
128997,6,2024-01-06,High,2024-01-08,0,0,2024-01-08,20.28
128998,1,2024-03-06,Low,2024-03-07,0,0,2024-03-07,5.94
128999,6,2024-04-03,Low,2024-04-05,0,0,2024-04-05,51.54
129000,7,2024-01-19,Medium,2024-01-22,0,0,2024-01-22,29.19
129001,5,2024-10-12,Low,2024-10-16,1,2,2024-10-18,69.44
129002,2,2024-04-22,Low,2024-04-24,0,0,2024-04-24,66.83
129003,2,2024-08-04,Low,2024-08-05,0,0,2024-08-05,64.47
129004,6,2024-04-21,Low,2024-04-25,0,0,2024-04-25,23.88
129005,12,2024-04-18,Medium,2024-04-22,1,9,2024-05-01,57.86
129006,6,2024-10-16,Medium,2024-10-19,0,0,2024-10-19,50.74
129007,1,2024-10-11,High,2024-10-12,0,0,2024-10-12,77.61
129008,11,2024-11-19,Medium,2024-11-21,0,0,2024-11-21,20.67
129009,10,2024-01-10,High,2024-01-12,0,0,2024-01-12,11.07
129010,9,2024-03-23,Low,2024-03-27,0,0,2024-03-27,62.43
129011,7,2024-12-17,Low,2024-12-20,1,6,2024-12-26,65.01
129012,12,2024-02-27,High,2024-03-02,0,0,2024-03-02,68.27
129013,8,2024-02-27,High,2024-03-01,0,0,2024-03-01,20.55
129014,11,2024-05-21,Low,2024-05-25,0,0,2024-05-25,66.63
129015,10,2024-08-16,Medium,2024-08-18,1,5,2024-08-23,98.93
129016,2,2024-03-16,High,2024-03-20,0,0,2024-03-20,23.94
129017,6,2024-11-30,Low,2024-12-02,0,0,2024-12-02,61.44
129018,9,2024-01-22,Medium,2024-01-25,0,0,2024-01-25,44.61
129019,1,2024-07-15,Low,2024-07-17,0,0,2024-07-17,67.65
129020,11,2024-12-26,Low,2024-12-28,0,0,2024-12-28,51.36
129021,5,2024-09-05,Low,2024-09-07,0,0,2024-09-07,57.81
129022,8,2024-11-27,Medium,2024-12-01,0,0,2024-12-01,42.05
129023,4,2024-02-24,Medium,2024-02-26,0,0,2024-02-26,17.16
129024,1,2024-09-30,Medium,2024-10-02,1,8,2024-10-10,106.42
129025,7,2024-04-12,High,2024-04-16,0,0,2024-04-16,63.04
129026,1,2024-11-01,Medium,2024-11-02,1,6,2024-11-08,90.26
129027,7,2024-06-05,Medium,2024-06-09,0,0,2024-06-09,29.6
129028,10,2024-04-18,Low,2024-04-20,0,0,2024-04-20,8.61
129029,11,2024-10-03,Low,2024-10-07,0,0,2024-10-07,21.92
129030,7,2024-08-29,Low,2024-08-30,0,0,2024-08-30,57.57
129031,7,2024-12-27,High,2024-12-31,0,0,2024-12-31,28.22
129032,5,2024-10-21,Critical,2024-10-24,0,0,2024-10-24,9.0
129033,4,2024-07-28,Low,2024-07-29,0,0,2024-07-29,78.42
129034,4,2024-06-27,Medium,2024-06-28,1,1,2024-06-29,33.37
129035,1,2024-12-18,Low,2024-12-22,0,0,2024-12-22,14.13
129036,11,2024-11-24,High,2024-11-27,1,2,2024-11-29,92.66
129037,2,2024-10-07,Low,2024-10-10,0,0,2024-10-10,12.62
129038,12,2024-12-01,Medium,2024-12-04,0,0,2024-12-04,54.57
129039,7,2024-04-22,Medium,2024-04-26,0,0,2024-04-26,41.69
129040,8,2024-12-11,Medium,2024-12-14,0,0,2024-12-14,20.42
129041,8,2024-09-30,Medium,2024-10-04,0,0,2024-10-04,63.09
129042,9,2024-08-25,Low,2024-08-28,0,0,2024-08-28,15.65
129043,7,2024-11-07,Medium,2024-11-08,0,0,2024-11-08,63.85
129044,1,2024-03-01,Low,2024-03-05,0,0,2024-03-05,52.62
129045,8,2024-08-21,Medium,2024-08-25,1,4,2024-08-29,36.65
129046,7,2024-10-04,Medium,2024-10-08,0,0,2024-10-08,60.29
129047,2,2024-02-22,Low,2024-02-23,1,2,2024-02-25,70.43
129048,6,2024-10-08,Low,2024-10-09,0,0,2024-10-09,41.0
129049,3,2024-06-27,Medium,2024-06-30,1,7,2024-07-07,72.82
129050,5,2024-10-11,Low,2024-10-13,0,0,2024-10-13,47.01
129051,6,2024-03-24,Medium,2024-03-28,0,0,2024-03-28,40.38
129052,6,2024-04-04,Low,2024-04-08,1,7,2024-04-15,72.99
129053,8,2024-12-27,Medium,2024-12-31,0,0,2024-12-31,12.17
129054,8,2024-06-01,Medium,2024-06-05,0,0,2024-06-05,17.88
129055,9,2024-01-22,High,2024-01-23,0,0,2024-01-23,55.43
129056,1,2024-03-17,Low,2024-03-21,0,0,2024-03-21,11.12
129057,4,2024-03-16,Medium,2024-03-19,1,8,2024-03-27,90.02
129058,10,2024-11-27,High,2024-11-30,0,0,2024-11-30,22.25
129059,1,2024-11-11,High,2024-11-13,0,0,2024-11-13,45.24
129060,6,2024-01-24,Low,2024-01-27,0,0,2024-01-27,77.02
129061,3,2024-12-25,Low,2024-12-26,0,0,2024-12-26,40.37
129062,5,2024-05-11,Low,2024-05-12,0,0,2024-05-12,76.74
129063,11,2024-01-21,High,2024-01-22,0,0,2024-01-22,8.31
129064,11,2024-07-02,High,2024-07-06,0,0,2024-07-06,53.65
129065,10,2024-03-07,Medium,2024-03-10,0,0,2024-03-10,12.73
129066,9,2024-02-25,Medium,2024-02-28,0,0,2024-02-28,56.22
129067,3,2024-07-25,Medium,2024-07-29,1,2,2024-07-31,63.98
129068,2,2024-09-25,High,2024-09-26,0,0,2024-09-26,16.02
129069,8,2024-06-15,Medium,2024-06-18,0,0,2024-06-18,24.75
129070,7,2024-02-09,Medium,2024-02-11,0,0,2024-02-11,29.98
129071,1,2024-03-16,Low,2024-03-17,0,0,2024-03-17,77.32
129072,9,2024-01-10,Critical,2024-01-12,1,7,2024-01-19,100.32
129073,10,2024-03-18,Medium,2024-03-22,0,0,2024-03-22,9.41
129074,10,2024-08-29,Low,2024-09-02,0,0,2024-09-02,42.2
129075,4,2024-02-12,High,2024-02-15,0,0,2024-02-15,25.67
129076,6,2024-08-11,Critical,2024-08-13,0,0,2024-08-13,10.33
129077,12,2024-11-20,High,2024-11-21,0,0,2024-11-21,45.67
129078,7,2024-06-17,High,2024-06-18,0,0,2024-06-18,57.46
129079,8,2024-02-25,Medium,2024-02-29,1,5,2024-03-05,65.35
129080,4,2024-08-31,Medium,2024-09-01,0,0,2024-09-01,28.72
129081,9,2024-03-16,Medium,2024-03-19,0,0,2024-03-19,51.31
129082,12,2024-12-20,Low,2024-12-24,0,0,2024-12-24,51.56
129083,10,2024-12-05,Low,2024-12-07,0,0,2024-12-07,19.07
129084,1,2024-06-23,Low,2024-06-24,0,0,2024-06-24,57.09
129085,8,2024-02-09,High,2024-02-13,0,0,2024-02-13,65.48
129086,9,2024-07-02,Low,2024-07-06,1,5,2024-07-11,71.93
129087,4,2024-09-18,Low,2024-09-21,0,0,2024-09-21,60.1
129088,5,2024-03-16,High,2024-03-18,0,0,2024-03-18,24.79
129089,2,2024-08-31,Medium,2024-09-02,0,0,2024-09-02,26.63
129090,5,2024-03-12,Low,2024-03-13,1,3,2024-03-16,44.47
129091,11,2024-07-28,Low,2024-08-01,1,1,2024-08-02,29.34
129092,3,2024-10-22,Medium,2024-10-24,1,2,2024-10-26,24.9
129093,9,2024-12-26,Medium,2024-12-27,0,0,2024-12-27,29.45
129094,5,2024-03-20,Medium,2024-03-22,0,0,2024-03-22,29.24
129095,5,2024-03-19,Medium,2024-03-21,1,2,2024-03-23,63.78
129096,7,2024-09-20,Low,2024-09-22,1,5,2024-09-27,70.2
129097,12,2024-03-19,Medium,2024-03-21,0,0,2024-03-21,77.72
129098,9,2024-03-02,Medium,2024-03-04,0,0,2024-03-04,73.19
129099,5,2024-03-08,Medium,2024-03-12,0,0,2024-03-12,8.25
129100,10,2024-04-04,Medium,2024-04-05,0,0,2024-04-05,74.2
129101,9,2024-05-06,Medium,2024-05-09,0,0,2024-05-09,20.53
129102,7,2024-10-20,Low,2024-10-23,0,0,2024-10-23,17.16
129103,6,2024-07-03,Medium,2024-07-07,1,2,2024-07-09,48.26
129104,10,2024-11-14,Medium,2024-11-15,1,1,2024-11-16,54.64
129105,6,2024-06-01,Medium,2024-06-05,1,2,2024-06-07,73.77
129106,4,2024-07-06,Low,2024-07-09,0,0,2024-07-09,75.91
129107,10,2024-07-11,Medium,2024-07-14,0,0,2024-07-14,26.96
129108,9,2024-12-12,Low,2024-12-15,0,0,2024-12-15,56.13
129109,9,2024-10-23,Low,2024-10-24,0,0,2024-10-24,41.9
129110,3,2024-02-13,Medium,2024-02-15,0,0,2024-02-15,54.97
129111,11,2024-02-19,Low,2024-02-23,1,3,2024-02-26,16.78
129112,11,2024-06-20,Low,2024-06-21,0,0,2024-06-21,48.75
129113,4,2024-10-30,Medium,2024-11-01,0,0,2024-11-01,33.95
129114,1,2024-01-21,Critical,2024-01-23,0,0,2024-01-23,54.85
129115,12,2024-03-01,Medium,2024-03-05,0,0,2024-03-05,47.92
129116,9,2024-01-07,Medium,2024-01-08,1,3,2024-01-11,35.21
129117,6,2024-10-10,Low,2024-10-12,0,0,2024-10-12,59.23
129118,11,2024-06-05,Low,2024-06-09,0,0,2024-06-09,77.07
129119,3,2024-02-19,High,2024-02-21,1,5,2024-02-26,74.36
129120,2,2024-05-18,Medium,2024-05-20,0,0,2024-05-20,74.89
129121,8,2024-05-10,Low,2024-05-12,1,6,2024-05-18,73.57
129122,6,2024-09-22,Low,2024-09-24,1,2,2024-09-26,72.73
129123,3,2024-08-24,Medium,2024-08-28,0,0,2024-08-28,58.93
129124,3,2024-03-26,High,2024-03-29,0,0,2024-03-29,33.11
129125,8,2024-11-25,Low,2024-11-29,0,0,2024-11-29,63.64
129126,1,2024-01-23,Medium,2024-01-26,1,4,2024-01-30,65.57
129127,3,2024-02-14,Medium,2024-02-17,1,5,2024-02-22,35.92
129128,5,2024-07-13,Medium,2024-07-14,0,0,2024-07-14,12.32
129129,5,2024-07-12,Low,2024-07-13,0,0,2024-07-13,79.55
129130,8,2024-01-21,Critical,2024-01-25,1,1,2024-01-26,58.34
129131,6,2024-11-23,Low,2024-11-27,0,0,2024-11-27,10.56
129132,3,2024-02-17,High,2024-02-19,0,0,2024-02-19,22.08
129133,4,2024-01-17,Medium,2024-01-18,0,0,2024-01-18,35.23
129134,4,2024-09-29,Medium,2024-10-03,0,0,2024-10-03,44.44
129135,6,2024-04-22,Low,2024-04-23,0,0,2024-04-23,64.05
129136,9,2024-03-24,Medium,2024-03-26,0,0,2024-03-26,33.68
129137,8,2024-07-02,Medium,2024-07-05,0,0,2024-07-05,46.42
129138,12,2024-04-13,High,2024-04-14,0,0,2024-04-14,25.57
129139,11,2024-03-27,Low,2024-03-28,1,1,2024-03-29,75.48
129140,7,2024-04-07,Medium,2024-04-09,1,6,2024-04-15,77.18
129141,9,2024-12-14,Critical,2024-12-15,0,0,2024-12-15,57.92
129142,9,2024-11-05,High,2024-11-07,0,0,2024-11-07,69.33
129143,6,2024-06-28,Medium,2024-07-02,0,0,2024-07-02,17.49
129144,9,2024-09-07,Medium,2024-09-10,0,0,2024-09-10,34.18
129145,8,2024-02-13,Low,2024-02-15,0,0,2024-02-15,39.48
129146,10,2024-10-08,Medium,2024-10-10,0,0,2024-10-10,8.11
129147,3,2024-03-05,High,2024-03-09,0,0,2024-03-09,53.53
129148,6,2024-11-20,Medium,2024-11-23,0,0,2024-11-23,49.13
129149,11,2024-12-15,Medium,2024-12-18,0,0,2024-12-18,61.55
129150,4,2024-11-08,Medium,2024-11-10,1,4,2024-11-14,76.36
129151,12,2024-04-25,High,2024-04-26,0,0,2024-04-26,40.6
129152,3,2024-06-09,High,2024-06-11,0,0,2024-06-11,36.71
129153,10,2024-07-01,Low,2024-07-03,0,0,2024-07-03,23.98
129154,5,2024-05-29,Medium,2024-05-31,0,0,2024-05-31,24.29
129155,8,2024-03-08,Medium,2024-03-11,1,7,2024-03-18,67.18
129156,7,2024-10-08,Medium,2024-10-10,0,0,2024-10-10,10.68
129157,10,2024-03-27,Low,2024-03-28,1,7,2024-04-04,107.01
129158,7,2024-12-05,Critical,2024-12-09,1,2,2024-12-11,92.33
129159,10,2024-02-07,Medium,2024-02-10,0,0,2024-02-10,71.86
129160,12,2024-01-03,High,2024-01-06,0,0,2024-01-06,21.93
129161,2,2024-04-10,Medium,2024-04-14,0,0,2024-04-14,61.49
129162,12,2024-02-13,Medium,2024-02-16,0,0,2024-02-16,14.5
129163,12,2024-07-11,Medium,2024-07-14,1,9,2024-07-23,108.72
129164,7,2024-06-04,Medium,2024-06-08,1,7,2024-06-15,103.98
129165,1,2024-07-23,Low,2024-07-24,0,0,2024-07-24,79.58
129166,6,2024-05-21,Low,2024-05-22,0,0,2024-05-22,29.9
129167,10,2024-05-06,Medium,2024-05-08,1,6,2024-05-14,104.4
129168,7,2024-06-22,Low,2024-06-26,1,9,2024-07-05,108.55
129169,10,2024-04-27,High,2024-04-28,0,0,2024-04-28,30.81
129170,2,2024-01-25,Medium,2024-01-27,0,0,2024-01-27,35.36
129171,8,2024-09-26,High,2024-09-30,0,0,2024-09-30,40.93
129172,8,2024-11-13,Medium,2024-11-17,0,0,2024-11-17,57.43
129173,6,2024-08-14,Medium,2024-08-16,0,0,2024-08-16,67.37
129174,7,2024-06-22,Critical,2024-06-26,0,0,2024-06-26,72.31
129175,11,2024-08-12,Low,2024-08-13,0,0,2024-08-13,70.47
129176,5,2024-09-21,Medium,2024-09-22,0,0,2024-09-22,78.06
129177,5,2024-04-27,High,2024-04-30,0,0,2024-04-30,14.11
129178,11,2024-08-20,Low,2024-08-24,0,0,2024-08-24,66.52
129179,8,2024-06-27,Medium,2024-07-01,1,3,2024-07-04,55.22
129180,2,2024-09-18,Medium,2024-09-20,1,8,2024-09-28,73.01
129181,4,2024-05-10,Medium,2024-05-12,1,9,2024-05-21,116.59
129182,7,2024-12-25,Medium,2024-12-28,1,8,2025-01-05,46.99
129183,11,2024-06-14,High,2024-06-17,0,0,2024-06-17,65.91
129184,8,2024-02-10,Low,2024-02-14,0,0,2024-02-14,79.04
129185,4,2024-02-14,Medium,2024-02-18,0,0,2024-02-18,47.26
129186,11,2024-10-10,Low,2024-10-11,0,0,2024-10-11,17.99
129187,10,2024-02-26,Low,2024-02-29,1,7,2024-03-07,24.53
129188,6,2024-11-07,Critical,2024-11-10,0,0,2024-11-10,46.23
129189,10,2024-10-18,Low,2024-10-21,0,0,2024-10-21,11.84
129190,3,2024-04-20,Medium,2024-04-24,1,9,2024-05-03,58.77
129191,7,2024-11-16,Low,2024-11-18,0,0,2024-11-18,48.31
129192,2,2024-12-16,Low,2024-12-18,0,0,2024-12-18,49.75
129193,1,2024-12-22,Medium,2024-12-25,0,0,2024-12-25,19.41
129194,11,2024-07-24,High,2024-07-26,1,3,2024-07-29,55.5
129195,10,2024-12-27,Medium,2024-12-31,1,1,2025-01-01,66.6
129196,12,2024-11-10,Low,2024-11-14,0,0,2024-11-14,14.18
129197,5,2024-08-29,Medium,2024-09-02,0,0,2024-09-02,47.79
129198,10,2024-12-06,Medium,2024-12-09,0,0,2024-12-09,10.27
129199,4,2024-04-04,Critical,2024-04-07,0,0,2024-04-07,7.68
129200,12,2024-03-04,Medium,2024-03-05,1,2,2024-03-07,29.08
129201,5,2024-03-19,Medium,2024-03-21,1,3,2024-03-24,82.19
129202,9,2024-04-28,Medium,2024-04-30,0,0,2024-04-30,51.13
129203,1,2024-01-28,High,2024-01-29,0,0,2024-01-29,55.35
129204,8,2024-01-07,Medium,2024-01-09,1,6,2024-01-15,58.04
129205,3,2024-11-03,Low,2024-11-04,0,0,2024-11-04,9.19
129206,7,2024-02-20,Low,2024-02-22,0,0,2024-02-22,29.98
129207,3,2024-08-10,Medium,2024-08-11,0,0,2024-08-11,53.32
129208,12,2024-04-09,Medium,2024-04-11,0,0,2024-04-11,41.27
129209,5,2024-05-06,Low,2024-05-09,0,0,2024-05-09,76.66
129210,7,2024-02-15,High,2024-02-19,0,0,2024-02-19,12.81
129211,6,2024-01-08,Low,2024-01-10,1,2,2024-01-12,71.77
129212,2,2024-02-19,High,2024-02-23,0,0,2024-02-23,25.06
129213,3,2024-08-16,Medium,2024-08-18,0,0,2024-08-18,18.72
129214,9,2024-06-29,Medium,2024-07-01,0,0,2024-07-01,68.26
129215,12,2024-06-19,Low,2024-06-20,0,0,2024-06-20,39.71
129216,11,2024-04-26,Critical,2024-04-30,0,0,2024-04-30,13.28
129217,12,2024-03-13,Medium,2024-03-15,0,0,2024-03-15,74.01
129218,6,2024-10-15,High,2024-10-16,0,0,2024-10-16,72.62
129219,2,2024-02-07,Medium,2024-02-10,1,1,2024-02-11,59.23
129220,11,2024-09-12,Low,2024-09-16,1,3,2024-09-19,78.2
129221,5,2024-11-16,Medium,2024-11-19,0,0,2024-11-19,6.83
129222,10,2024-09-12,Medium,2024-09-15,0,0,2024-09-15,63.61
129223,9,2024-06-12,Critical,2024-06-16,0,0,2024-06-16,32.3
129224,4,2024-05-04,Low,2024-05-08,1,6,2024-05-14,116.97
129225,2,2024-07-08,Low,2024-07-12,0,0,2024-07-12,73.54
129226,2,2024-10-27,Low,2024-10-28,1,1,2024-10-29,60.99
129227,10,2024-07-22,Low,2024-07-24,1,3,2024-07-27,73.6
129228,4,2024-05-31,High,2024-06-03,1,2,2024-06-05,36.39
129229,7,2024-05-31,Medium,2024-06-04,0,0,2024-06-04,47.78
129230,5,2024-08-09,High,2024-08-11,0,0,2024-08-11,14.95
129231,7,2024-02-22,High,2024-02-23,0,0,2024-02-23,16.96
129232,12,2024-02-05,High,2024-02-06,0,0,2024-02-06,46.63
129233,4,2024-01-31,High,2024-02-02,1,8,2024-02-10,103.07
129234,1,2024-02-16,Medium,2024-02-19,0,0,2024-02-19,38.17
129235,12,2024-08-06,Low,2024-08-10,0,0,2024-08-10,23.79
129236,4,2024-12-27,Medium,2024-12-30,1,8,2025-01-07,65.14
129237,5,2024-11-02,Medium,2024-11-04,0,0,2024-11-04,76.51
129238,6,2024-04-04,Medium,2024-04-05,1,4,2024-04-09,41.5
129239,4,2024-06-04,High,2024-06-07,1,6,2024-06-13,68.31
129240,7,2024-03-05,Low,2024-03-08,0,0,2024-03-08,19.62
129241,12,2024-10-07,Medium,2024-10-11,1,3,2024-10-14,29.45
129242,4,2024-10-19,Medium,2024-10-23,1,1,2024-10-24,45.25
129243,4,2024-04-14,High,2024-04-16,0,0,2024-04-16,76.11
129244,6,2024-09-05,Low,2024-09-09,0,0,2024-09-09,25.48
129245,1,2024-09-07,Low,2024-09-10,0,0,2024-09-10,70.03
129246,9,2024-03-19,Low,2024-03-21,0,0,2024-03-21,42.48
129247,6,2024-04-09,Medium,2024-04-10,0,0,2024-04-10,72.71
129248,4,2024-06-13,Low,2024-06-14,1,9,2024-06-23,130.34
129249,4,2024-12-09,Low,2024-12-11,0,0,2024-12-11,54.25
129250,9,2024-02-29,Low,2024-03-04,0,0,2024-03-04,52.8
129251,9,2024-12-26,Medium,2024-12-28,0,0,2024-12-28,16.92
129252,6,2024-06-03,High,2024-06-07,1,8,2024-06-15,78.26
129253,12,2024-09-30,Low,2024-10-02,0,0,2024-10-02,16.26
129254,12,2024-03-20,Low,2024-03-22,0,0,2024-03-22,68.96
129255,5,2024-11-22,Low,2024-11-26,0,0,2024-11-26,65.74
129256,1,2024-06-12,Low,2024-06-15,0,0,2024-06-15,66.54
129257,9,2024-05-25,Low,2024-05-29,1,4,2024-06-02,28.87
129258,6,2024-11-22,Medium,2024-11-25,0,0,2024-11-25,50.98
129259,9,2024-02-07,Low,2024-02-10,0,0,2024-02-10,40.07
129260,11,2024-10-29,Medium,2024-11-02,0,0,2024-11-02,74.8
129261,2,2024-10-18,Low,2024-10-20,1,7,2024-10-27,60.92
129262,8,2024-02-15,Medium,2024-02-16,1,7,2024-02-23,102.4
129263,7,2024-08-02,Medium,2024-08-06,0,0,2024-08-06,28.27
129264,1,2024-09-19,Medium,2024-09-20,1,7,2024-09-27,88.13
129265,11,2024-05-12,Medium,2024-05-16,0,0,2024-05-16,60.88
129266,6,2024-11-19,Low,2024-11-21,1,8,2024-11-29,99.1
129267,8,2024-10-03,High,2024-10-06,0,0,2024-10-06,58.87
129268,10,2024-10-31,High,2024-11-01,0,0,2024-11-01,74.77
129269,10,2024-09-07,Low,2024-09-08,0,0,2024-09-08,6.69
129270,1,2024-07-22,Medium,2024-07-26,0,0,2024-07-26,64.73
129271,10,2024-06-01,Medium,2024-06-04,0,0,2024-06-04,9.23
129272,3,2024-05-06,High,2024-05-08,0,0,2024-05-08,33.39
129273,1,2024-06-28,Low,2024-07-01,0,0,2024-07-01,10.02
129274,4,2024-02-04,Low,2024-02-07,1,3,2024-02-10,11.42
129275,4,2024-03-08,Medium,2024-03-12,0,0,2024-03-12,24.18
129276,6,2024-03-09,Low,2024-03-12,0,0,2024-03-12,38.12
129277,12,2024-11-20,Low,2024-11-21,1,2,2024-11-23,91.02
129278,11,2024-05-23,Low,2024-05-24,0,0,2024-05-24,70.17
129279,11,2024-05-05,High,2024-05-09,0,0,2024-05-09,76.4
129280,6,2024-02-22,Medium,2024-02-24,1,3,2024-02-27,55.77
129281,2,2024-12-30,Low,2025-01-02,0,0,2025-01-02,67.98
129282,7,2024-10-28,Low,2024-10-31,0,0,2024-10-31,62.44
129283,7,2024-10-24,Low,2024-10-27,0,0,2024-10-27,56.42
129284,6,2024-01-17,Medium,2024-01-21,0,0,2024-01-21,21.15
129285,11,2024-01-04,Medium,2024-01-08,0,0,2024-01-08,22.36
129286,9,2024-02-02,Low,2024-02-06,1,2,2024-02-08,20.72
129287,4,2024-07-17,Low,2024-07-19,0,0,2024-07-19,33.09
129288,8,2024-06-03,High,2024-06-04,0,0,2024-06-04,72.15
129289,2,2024-11-26,Low,2024-11-30,0,0,2024-11-30,5.63
129290,10,2024-08-22,Medium,2024-08-23,0,0,2024-08-23,36.9
129291,4,2024-08-20,High,2024-08-24,0,0,2024-08-24,9.62
129292,7,2024-02-19,Medium,2024-02-23,0,0,2024-02-23,58.67
129293,7,2024-09-05,Medium,2024-09-07,1,2,2024-09-09,16.54
129294,4,2024-07-26,Medium,2024-07-29,0,0,2024-07-29,7.49
129295,9,2024-12-03,Medium,2024-12-06,1,6,2024-12-12,73.57
129296,2,2024-07-29,Medium,2024-08-02,0,0,2024-08-02,24.79
129297,12,2024-09-26,Medium,2024-09-29,0,0,2024-09-29,47.37
129298,6,2024-11-27,Medium,2024-11-28,0,0,2024-11-28,40.66
129299,3,2024-08-23,Low,2024-08-24,0,0,2024-08-24,79.01
129300,2,2024-12-27,High,2024-12-28,0,0,2024-12-28,28.98
129301,11,2024-08-08,Medium,2024-08-11,1,3,2024-08-14,27.74
129302,12,2024-10-11,Medium,2024-10-12,0,0,2024-10-12,20.79
129303,1,2024-11-02,Medium,2024-11-06,1,9,2024-11-15,46.74
129304,10,2024-07-12,Medium,2024-07-13,0,0,2024-07-13,11.78
129305,8,2024-04-11,Low,2024-04-15,0,0,2024-04-15,20.92
129306,2,2024-01-22,Medium,2024-01-23,0,0,2024-01-23,35.86
129307,4,2024-02-20,Low,2024-02-22,0,0,2024-02-22,57.61
129308,3,2024-05-27,Medium,2024-05-29,0,0,2024-05-29,37.99
129309,8,2024-12-28,Low,2024-12-31,0,0,2024-12-31,10.95
129310,7,2024-02-24,Medium,2024-02-25,0,0,2024-02-25,14.09
129311,4,2024-10-26,Low,2024-10-28,1,4,2024-11-01,61.19
129312,11,2024-11-17,Low,2024-11-20,0,0,2024-11-20,27.43
129313,11,2024-09-07,High,2024-09-09,1,1,2024-09-10,22.54
129314,6,2024-12-04,High,2024-12-07,0,0,2024-12-07,37.63
129315,5,2024-06-13,Critical,2024-06-14,0,0,2024-06-14,78.58
129316,2,2024-07-29,Critical,2024-07-31,0,0,2024-07-31,14.39
129317,7,2024-06-05,Medium,2024-06-07,0,0,2024-06-07,27.33
129318,9,2024-03-30,Low,2024-04-02,0,0,2024-04-02,26.33
129319,8,2024-06-21,Medium,2024-06-25,1,2,2024-06-27,73.68
129320,12,2024-08-21,Critical,2024-08-22,0,0,2024-08-22,6.93
129321,7,2024-06-27,Low,2024-07-01,0,0,2024-07-01,6.74
129322,11,2024-05-18,Low,2024-05-19,0,0,2024-05-19,69.5
129323,6,2024-12-04,Medium,2024-12-05,0,0,2024-12-05,28.5
129324,11,2024-12-29,Low,2025-01-02,1,1,2025-01-03,56.09
129325,2,2024-02-11,Medium,2024-02-12,1,6,2024-02-18,84.81
129326,6,2024-08-15,Medium,2024-08-16,0,0,2024-08-16,43.12
129327,11,2024-07-08,Low,2024-07-11,0,0,2024-07-11,15.13
129328,1,2024-06-21,Low,2024-06-24,0,0,2024-06-24,14.61
129329,6,2024-08-01,High,2024-08-05,0,0,2024-08-05,21.59
129330,7,2024-04-16,Low,2024-04-19,1,8,2024-04-27,86.11
129331,4,2024-03-25,Medium,2024-03-29,0,0,2024-03-29,26.48
129332,10,2024-10-29,Low,2024-11-01,1,4,2024-11-05,83.98
129333,11,2024-03-04,Medium,2024-03-07,0,0,2024-03-07,48.75
129334,7,2024-06-29,High,2024-07-02,0,0,2024-07-02,66.16
129335,9,2024-09-12,Medium,2024-09-16,1,1,2024-09-17,52.7
129336,1,2024-01-25,Low,2024-01-26,1,2,2024-01-28,44.89
129337,4,2024-06-15,Medium,2024-06-18,1,9,2024-06-27,80.62
129338,10,2024-01-08,Low,2024-01-10,0,0,2024-01-10,68.62
129339,4,2024-02-23,High,2024-02-27,1,4,2024-03-02,49.98
129340,4,2024-05-04,High,2024-05-06,0,0,2024-05-06,37.64
129341,1,2024-09-03,Low,2024-09-04,0,0,2024-09-04,46.98
129342,7,2024-01-11,Medium,2024-01-14,0,0,2024-01-14,67.57
129343,8,2024-03-24,Low,2024-03-28,0,0,2024-03-28,35.06
129344,11,2024-01-07,Low,2024-01-10,0,0,2024-01-10,36.84
129345,7,2024-07-21,Low,2024-07-23,0,0,2024-07-23,56.56
129346,2,2024-03-27,Medium,2024-03-28,1,5,2024-04-02,65.58
129347,4,2024-07-04,Low,2024-07-06,0,0,2024-07-06,44.05
129348,2,2024-02-13,Low,2024-02-14,0,0,2024-02-14,7.29
129349,7,2024-10-11,High,2024-10-13,0,0,2024-10-13,35.68
